"Search Parameters"	"Year"	"Mo"	"Dy"	"Hr"	"Mn"	"Sec"	"Tsu"	"Vol"	"Country"	"Latitude"	"Longitude"	"Focal Depth (km)"	"Mag"	"MMI Int"	"Deaths"	"Death Description"	"Missing"	"Missing Description"	"Injuries"	"Injuries Description"	"Damage ($Mil)"	"Damage Description"	"Houses Destroyed"	"Houses Destroyed Description"	"Houses Damaged"	"Houses Damaged Description"	"Total Deaths"	"Total Death Description"	"Total Missing"	"Total Missing Description"	"Total Injuries"	"Total Injuries Description"	"Total Damage ($Mil)"	"Total Damage Description"	"Total Houses Destroyed"	"Total Houses Destroyed Description"	"Total Houses Damaged"	"Total Houses Damaged Description"
	1961	10	14	7	1	0			"IRAN"	33.6	48.1	33			2	1				3		2					2	1				3		2				
	1961	10	18	16	51	57	1926		"CHILE"	-36.7	-73	15	6.5			1						1						1						1				
	1961	11	15	7	17	0	1927		"JAPAN"	42.7	145.7	60																										
	1961	12	20	13	25	0			"COLOMBIA"	4.49	-75.51	163	6.8	8	23	1			100	2		2		1		2	23	1			100	2		2		1		2
	1962	1	7	10	3	0			"CROATIA"	43.3	17.1	33	5.9	8	4	1						2					4	1						2				
	1962	1	11	5	5	0	5631		"CROATIA"	43.3	17.1	33	6.1	9	1	1						2	2290	4			1	1						2	2290	4		
	1962	2	14	6	36	0			"CHILE"	-37.8	-72.5	45	7.3									2																
	1962	2	18			0			"TUNISIA"	36	9		5.3	8								2																
	1962	3	12	11	40	16.7	1928		"PANAMA"	8.008	-82.757	35	6.8									1												1				
	1962	3	18	15	30	0			"ALBANIA"	40.9	19.5	33	6		15	1						2																
	1962	3	18	20	18	53			"CHINA"	23.72	114.67	25	6.1	8	1	1			2	1		3	1200	4			1	1			2	1		3	1200	4		
	1962	4	1	0	45	13.4			"IRAN"	33.32	58.845	15	5.8	7	20	1						2					20	1						2				
	1962	4	12	0	52	43	1929		"JAPAN"	38.073	142.741	25	7.2																									
	1962	4	18	19	14	0			"PERU"	-10	-79	39	6.3		9	1						2																
	1962	4	23	4	18	1			"CHINA"	23.6	106.1		5.5	7								1												1				
	1962	4	23			0	1930		"JAPAN"	42.2	143.9	60																										
	1962	4	25			0			"FRANCE"	45	5.6		5.3	8								2																
	1962	4	30	2	26	30			"JAPAN"	38.8	140.9	104	6.8		1	1				3		2					1	1				3		2				
	1962	5	11	14	11	54.1	1931		"MEXICO"	17.2	-99.6	40	7	8	4	1				3		2		2			4	1				3		2		2		
	1962	5	19	14	58	15	1932		"MEXICO"	17.2	-99.5	33	7.2		3	1			16	1		2		2			3	1			16	1		2		2		
	1962	5	21	12	2	52			"CHINA"	37.1	96		6.8									1		1		1								1		1		
	1962	5	21	12	21		1933		"JAPAN"	41.8	142.4	60	5.7																									
	1962	5	28	22	57	47	3391		"GREECE"	39.8	25		4.5	5																								
	1962	6	11	7	15	0			"BOSNIA-HERZEGOVINA"	43.6	18.3		6.3								40	4																
	1962	6	24	1	21	18			"CHINA"	25.2	101.2	18	6.2	7								3	2550	4										3	2550	4		
	1962	7	26	8	14	41.8			"PANAMA"	7.5	-82	21	7.4									2																
	1962	7	30	20	18	52.3			"COLOMBIA"	5.2	-76.4	69	6.8		47	1			300	3		3				3	47	1			300	3		3				3
	1962	8	19	18	26	38			"CHINA"	44.68	81.58		6.4	8								1		1										1		1		
	1962	8	21	18	19	0			"ITALY"	41.4	15.5	34	6.1		16	1						2																
	1962	8	28	10	59	0			"GREECE"	37.8	22.9	100	6.8		1	1						2																
	1962	8	30	13	35	28.7			"USA"	41.8	-111.8	37	5.8	7							1	2				2							1	2				2
	1962	9	1	19	20	39.9			"IRAN"	35.63	49.87	27	7.2	9	12225	4			2776	4	30	4	21310	4			12225	4			2776	4	30	4	21310	4		
	1962	9	4	22	59	0			"TURKEY"	39.9	43.9		5.5	6	1	1						2																
	1962	9	14	0	33	0			"GREECE"	39.6	23.3		5.5									2																
	1962	10	5	20	2	0			"IRAN"	35.1	58.7	8	5	8	6	1						2					6	1						2				
	1962	11	6	0	9	0			"IRAN"	28.1	55.6	40	5.5									2																
	1962	12	17	9	36	1			"CHINA"	38.12	106.27		5.5	7								1		1										1		1		
	1962	12	21	8	42	43	1937		"USA"	52.47	-168.54	33	6.5																									
	1963	2	13	8	50	4.5	1940		"TAIWAN"	24.5	122.1	47	7.3		15	1			18	1		2		2			15	1			18	1		2		2		
	1963	2	21	17	14	31			"LIBYA"	32.6	21	5	5.4		300	3			375	3	5	2		3		3	300	3			375	3	5	2		3		
	1963	3	24	12	44	5.5			"IRAN"	34.438	47.882	20	6	7								3	5000	4										3	5000	4		
	1963	3	28	12	45	0			"ITALY"	40.8	15.6			12																								
	1963	3	31	2	27	6.5			"IRAN"	37	57.9	33	5	6	4	1			70	2		2	100	2			4	1			70	2		2	100	2		
	1963	4	19	7	35	21			"CHINA"	35.7	97		7	8								1		1		1								1		1		
	1963	4	23	9	55	7			"CHINA"	25.8	99.5		6	7								2		2										2		2		
	1963	5	9	15	3	43.8			"NICARAGUA"	12.2	-86.9	50	5.5									1												1				
	1963	5	18	12	20	34.4		353	"INDONESIA"	-8.2	115.6	65	6																									
	1963	5	19	10		0			"SLOVENIA"	46.1	14.8	13	4.9	7								2																
	1963	6	21	13	44	24			"CHINA"	47.9	130.6		5.8	7								1												1				
	1963	6	30	7	41	0			"IRAN"	33.2	49.2	38										2												2				
	1963	7	26	4	17	12			"MACEDONIA"	42.1	21.3	5	6	10	1070	4			3300	4	1000	4		4			1070	4			3300	4	1000	4		4		
	1963	7	29	6	10	0			"IRAN"	27.8	55.6	37	5.2		5	1			8	1		2	350	3			5	1			8	1		2	350	3		
	1963	8	15	17	25	0			"PERU"	-13.8	-69.3	543	7.7									1																
	1963	8	29	8	53	50			"CHINA"	39.8	74.2		6.5		1	1						1	40	1			1	1						1	40	1		
	1963	9	2	1	34	0			"INDIA"	33.9	74.8	25	5.3		80	2						2																
	1963	9	15	0	46	54.3			"SOLOMON ISLANDS"	-10.472	165.77	35	7.5																									
	1963	9	17	19	20	11.5			"SOLOMON ISLANDS"	-10.286	165.413	28	7.5																									
	1963	9	18	16	58	14.8	4290		"TURKEY"	40.698	29.159	30	6.2	8	1	1				2		2	7	1	163	3	1	1				2		2	7	1	163	3
	1963	9	24	16	30	16	1945		"PERU"	-10.385	-78.022	75	7		1	1						2					1	1						2				2
	1963	10	12	11	27	0.2	1946		"RUSSIA"	44.426	149.272	48	7.1																									
	1963	10	13	5	17	53.4	1947		"RUSSIA"	44.77	149.798	13	8.5	9								1												1				
	1963	10	20	0	53	10.9	1948		"RUSSIA"	44.772	150.563	28	7.9																									
	1963	11	4	1	17	11.4			"INDONESIA"	-6.86	129.58	100	8.3									1												1				
	1963	11	9	21	15	32.3			"BRAZIL"	-9.127	-71.483	590	7.6																									
	1963	12	16	1	51	31	1949		"INDONESIA"	-6.4	105.4	64	6.6									1				1								1				1
	1963	12	18	0	30	0	1950		"TONGA"	-24.8	-176.6	45	7.5																									
	1964	1	8	22	30	49.7			"INDONESIA"	-3.7	119.4	90	5.2		8	1			27	1		2					8	1			27	1		2				
	1964	1	18	12	4	41			"TAIWAN"	23.2	120.6	33	7		107	3			479	3		3	3000	4			107	3			479	3		3	3000	4		
	1964	2	13	10	3	53			"CHINA"	26.1	101	15	5.4	7								1												1				
	1964	2	18	12	19	0			"AZORES (PORTUGAL)"	38.8	-28.4	33	4.6									3												3				
	1964	3	28	3	36	0	1954		"USA"	61.017	-147.648	33	9.2	10	15	1					284	4		3			139	3					400	4		3		
	1964	4	2	1	11	51	1956		"INDONESIA"	5.9	95.7	130	7	7								3		3										3		3		
	1964	4	13	8	30	0			"CROATIA"	45.3	18.1	32	6	8	3	1						3																
	1964	5	7	5	45	0			"TANZANIA"	-4	34.9	33	6		1	1			19	1		3					1	1			19	1		3				
	1964	5	7	7	58	14.3	1957		"JAPAN"	40.3	139	30	6.9									2	2	1										2	2	1		
	1964	5	7	20	13		5422		"JAPAN"	40.4	139		6.6																									
	1964	6	14	12	16	0			"TURKEY"	38.1	38.3		6.1	8	8	1						2																
	1964	6	16	4	1	44.3	1959		"JAPAN"	38.65	139.2	40	7.5	5	26	1			450	3	80	4	2250	4	2250	4	26	1			450	3	80	4	2250	4		
	1964	7	5			0			"VANUATU"	-15.5	166.5		7.5																									
	1964	7	6	7	22	13.2			"MEXICO"	18.136	-100.605	93	7.3		78	2			50	1		3		3			78	2			50	1		3		3		
	1964	7	24	8	12	39	1960		"RUSSIA"	47.159	153.876	15	6.8																									
	1964	9	1	22	20	30			"CHINA"	35.1	111.6		4.7									1	23	1										1	23	1		
	1964	10	6	14	31	25.4			"TURKEY"	40.203	28.206	27	6.8	10	19	1					5	2					19	1					5	2				
	1964	11	17	8	15	39.3	1961		"PAPUA NEW GUINEA"	-5.7	150.7	45	7.6	8								1												1				
	1964	12	11			0	1962		"JAPAN"	40.4	138.9	40																										
	1964	12	27			0			"IRAN"	27	54											2																
	1965	1	1	21	38	29.2			"ALGERIA"	35.7	4.4	10	5.5		4	1			350	3	2	2	25000	4			4	1			350	3	2	2	2500	4		
	1965	1	12	17	18	9			"CHINA"	35	111.63	10	5.5	7								2		3										2		3		
	1965	1	24	0	11	12.1	1963		"INDONESIA"	-2.4	126.1	6	7.6		71	2						2	3000	4			71	2						2	3000	4		
	1965	2	4	5	1	21.6	1964		"USA"	51.29	178.55	36	8.7	6								1											0.01	1				
	1965	2	10	16	9	52.6			"IRAN"	37.684	46.998	52	5.3		20	1						3		4		3	20	1						3		4		3
	1965	2	23	22	11	46	1965		"CHILE"	-25.67	-70.63	36	7																									
	1965	3	9	17	57	53.7	3042		"GREECE"	39.4	24	18	6.3		38	1			253	3	8	3					38	1			253	3	8	3		3		
	1965	3	14	15	53	6.6			"AFGHANISTAN"	36.3	70.7	219	7.3	7								1																
	1965	3	22	22	56	28	1966		"CHILE"	-31.81	-71.26	58	6	6																								
	1965	3	28	16	33	0			"CHILE"	-32.4	-71.2	61	7.3		400	3					125	4																
	1965	3	30	2	27	3.4	1967		"USA"	50.32	177.93	20	7.6																									
	1965	3	31	9	47	0			"GREECE"	38.6	22.4	78	7.1	10	6	1						2																
	1965	4	5	3	12	54.2			"GREECE"	37.7	21.8	34	6.2	10	32	1			200	3		3		3			32	1			200	3		3		3		
	1965	4	19	23	41	58.8	5505		"JAPAN"	34.9	138	36	6		1	1			4	1		1					1	1			4	1		1				
	1965	4	29	15	28	43.7			"USA"	47.4	-122.3	59	6.6	8	7	1					28	4					7	1					28	4				
	1965	5	3	10	1	35.2			"EL SALVADOR"	13.5	-89.3	23	6	6	125	3			1138	4	35	4					125	3			1138	4	35	4				
	1965	6	11	3	34	2	1970		"RUSSIA"	44.7	148.7		7.2																									
	1965	6	21	0	21	0			"IRAN"	28.1	55.9	40	6									3																
	1965	7	2	20	58	38.1	1971		"USA"	53.03	-167.55	40	6.5									1												1				
	1965	7	3	11	26	12			"CHINA"	22.4	101.6	15	6.1	7								1												1				
	1965	7	6	3	18	45.1	1972		"GREECE"	38.384	22.545	18	6.1	8	1	1			6	1		3	70	2	1000	3	2	1			6	1		3	70	2	1000	3
	1965	8	11	22	31	45.9	1973		"VANUATU"	-15.8	167.2	13	7.6									2				2								2				2
	1965	8	13	12	40	32	1974		"VANUATU"	-15.9	166.8	33	7.3																					1		1		
	1965	8	23	19	46	2.9	1975		"MEXICO"	16.3	-95.8	28	7.8		6	1						1				1	6	1						1				1
	1965	10	3	16	14	56	1979		"CHILE"	-42.9	-75.13	28	6.5	3																								
	1965	11	13	4	33	55			"CHINA"	43.9	87.8		6.6	8										3										2		3		
	1966	1	31	2	35	3			"CHINA"	27.9	99.7		5.1	7								1		1										1		1		
	1966	2	5	2	1	48.3			"GREECE"	39.2	22	38	6.3		1	1			60	2	4	2	450	3			1	1			60	2	4	2	450	3		
	1966	2	5	15	12	27			"CHINA"	26.1	103.1		6.5	9								2		3										2		3		
	1966	2	13	10	44	36			"CHINA"	26.1	103.1		6.2									1		1										1		1		
	1966	3	6	0	12	19			"CHINA"	37.47	115.03		5.2	7								1	11	1										1	11	1		
	1966	3	7	1	16	0			"TURKEY"	39.1	41.6	38	6	8	10	1						3																
	1966	3	7	21	29	17			"CHINA"	37.35	114.92	8	7.4	9		3						4		4				3						4		4		
	1966	3	12	16	31	21.8	1980		"TAIWAN"	24.1	122.6	48	8		7	1			10	1		2		2			7	1			10	1		2		2		
	1966	3	19	16	59	31			"CHINA"	37.27	114.97		5.6	6								1		2										1		2		
	1966	3	20	1	42	53.7			"UGANDA"	0.622	29.863	29	6.6	7	157	3			1300	4	1.5	2		3			157	3			1300	3	1.5	2		3		
	1966	3	22	8	19	27			"CHINA"	37.5	115.1	15	7.6	10		3						4		4				3						4		4		
	1966	3	26	15	19	4			"CHINA"	37.68	115.27		6.2	7								2		2										2		2		
	1966	4	20	14	31	15			"CHINA"	37.25	114.78		5.3									1	22	1										1	22	1		
	1966	4	26			0			"UZBEKISTAN"	41.2	69.1				10	1					300	4																
	1966	5	2	23	13	0			"TURKEY"	38	42.6	41	4.8									2																
	1966	6	15	0	59	42.7	1981		"SOLOMON ISLANDS"	-10.343	160.883	31	7.1																									
	1966	6	27	10	41	9.5			"NEPAL"	29.554	80.854	23	6.3	8	80	2			100	2	1	2	5200	4			80	2			100	2	1	2	5200	4		
	1966	7	3			0			"TURKEY"	38.5	41.3				14	1																						
	1966	7	12	0	4	12			"TURKEY"	38.9	41.3	64	4.6		12	1			20	1		3					12	1			20	1		3				
	1966	7	12	18	53		2302		"RUSSIA"	44.75	37	33	5.5	6																								
	1966	8	15	2	15	0			"INDIA"	28.7	78.9	53	5.6		15	1						1																
	1966	8	19	12	22	12.7			"TURKEY"	39.235	41.572	24	6.8	9	2394	4					20	3					2394	4					20	3				
	1966	9	1	14	22	59.2			"GREECE"	37.459	22.155	17	5.5	8	1	1			123	3	14	3	180	3	1500	4	1	1			123	3	14	3	180	3	1500	4
	1966	9	4	22	14	0			"COLOMBIA"	4.62	-73.98	15	5.3	7	6	1			30	1		2	200	3			6	1			30	1		2	200	3		
	1966	9	19	5	3	53			"CHINA"	24	97.7		5.4	7								1												1				
	1966	9	19	18	40	0			"VENEZUELA"	10.8	-69.5	12	5									3																
	1966	9	28	14	0	19			"CHINA"	27.5	100.1		6.4	9								3		3										3		3		
	1966	10	2	2	24	57			"CHINA"	43.83	125.12		5.2	7								3												3				
	1966	10	17	21	41	56	1982		"PERU"	-10.748	-78.638	38	8.1	9	110	3			3000	4	35	4					110	3			3000	4	35	4				
	1966	10	29	2	39	29.4			"GREECE"	39.2	21.2	20	5.7		1	1			23	1		3		3			1	1			23	1		3		3		
	1966	12	28	8	18	7.4	1984		"CHILE"	-25.5	-70.7	47	7.8	8	3	1			6	1	0.4	1		3			3	1			6	1	0.4	1		3		
	1966	12	31	18	23	11.1	2425		"SOLOMON ISLANDS"	-11.893	166.445	83	7.8																									
	1966	12	31	22	15	16.6	3033		"SOLOMON ISLANDS"	-12.334	166.684	23	7.2																									
	1967	1	4	5	58	0			"GREECE"	38.4	22	10	6									2																
	1967	1	5	0	14	0			"MONGOLIA"	48.1	102.8	35	7.5	10								1																
	1967	1	24	14	45	12			"CHINA"	30.2	104.1		5.5	7								2	417	3										2	417	3		
	1967	2	9	14	4	48			"ALBANIA"	40	20.2	33	5.6									2	77	2										2	77	2		
	1967	2	9	15	24	0			"COLOMBIA"	2.85	-74.8	55	7	10	98	2					20	3				4	98	2					20	3				4
	1967	2	19	22	14	35.3			"INDONESIA"	-9.2	113.1	80	6.8	9	54	2			300	3		3	2000	4	5000	4	54	2			300	3		3	2000	4	5000	4
	1967	3	19	4	1	38.5	1986		"RUSSIA"	45.53	151.11	38	7	8																								
	1967	3	27	8	58	20			"CHINA"	38.5	116.5	30	6.3	7								3	53886	4										3	53886	4		
	1967	4	11	5	9	12.1	1987		"INDONESIA"	-3.7	119.3	33	5.5	8	58	2			100	2		2		2			71	2			100	2		2		2		
	1967	4	12	4	51	50.2	1988		"INDONESIA"	5.5	97.3	100	6.1		14	1						3	2000	4			14	1						3	2000	4		
	1967	5	1	7	8	0			"GREECE"	39.5	21.2	55	5.9		9	1					5	2																
	1967	7	13	2	10	20			"ALGERIA"	35.5	-0.1	13	5		10	1			15	1		1	40	1			10	1			15	1		1	40	1		
	1967	7	22	16	57	0.7			"TURKEY"	40.751	30.8	30	7.3	10	86	2					3	2					86	2					3	2				
	1967	7	26	18	53	0			"TURKEY"	39.5	40.4	8	6.2		97	2						3																
	1967	7	29	10	24	24.6			"COLOMBIA"	6.747	-73.03	161	6.8	8	20	1			150	3	2	2				3	20	1			150	3	2	2				3
	1967	7	30	0	4	22	3349		"VENEZUELA"	10.559	-67.33	25	6.6	8	300	3			1536	4	140	4					300	3			1536	4	140	4				
	1967	8	13	22	7	47.5			"FRANCE"	43.2	-0.5	15	5.3	8	1	1			80	2		2		3				1			80	2		2		3		
	1967	8	13	22	15	10	1989		"PAPUA NEW GUINEA"	-4.4	152.5	30	6.4									3																
	1967	8	30	4	22	3			"CHINA"	31.6	100.3	10	6.8	9								4		4										4		4		
	1967	9	3	21	7	30.8	1990		"PERU"	-10.6	-79.8	40	7																									
	1967	10	25	0	59	22.6			"TAIWAN"	24.5	122.2	65	7		2	1						2	23	1			2	1						2	23	1		
	1967	11	15	21	32	54	1991		"CHILE"	-28.78	-71.19	35	5.9																									
	1967	11	30	7	23	0			"ALBANIA"	41.5	20.5	29	6.5	10	18	1					20	3																
	1967	12	2	20	5	48			"CHINA"	37.717	115.217	25	5.7	7								2		1										2		1		
	1967	12	10	22	51	23.5			"INDIA"	17.412	73.885	15	6.6	8	180	3					0.4	1					180	3					0.4	1				
	1967	12	18	14	7	45			"CHINA"	36.467	111.217	30	5.4	6								1		1										1		1		
	1967	12	21	2	25	23	1994		"CHILE"	-21.7	-69.5	33	7.5		1	1				3		2		2			1	1				3		2		2		
	1968	1	4	10	3				"NICARAGUA"	12.1	-86.2	5	4.6								2	2											2	2				
	1968	1	15	2	1	8.5			"ITALY"	37.9	13.1	33	6		216	3			563	3	320	4					216	3			563	3	320	4				
	1968	1	25	9	56	48.7			"ITALY"	37.8	13.2	33	5.1		8	1			55	2		1					8	1			55	2		1				
	1968	1	29	10	19	7.2	1996		"RUSSIA"	43.586	146.701	40	7.3																									
	1968	2	12	5	44	0			"PAPUA NEW GUINEA"	-5.5	153.2	74	7.8	8								1																
	1968	2	19	22	45	45.7	1997		"GREECE"	39.368	24.957	15	7.2	10	20	1			18	1	0.6	1	500	3	1951	4	20	1			18	1	0.6	1	500	3	1951	4
	1968	2	21	1	45	0			"JAPAN"	32	130.6	3	6.3		3	1						2					3	1						2				
	1968	2	25						"ALGERIA"	36.08	5.07		4.9	8	1	1			4	1		2	100	2			1	1			4	1		2	100	2		
	1968	2	28			0			"AZORES (PORTUGAL)"	37.7	-29.4		7.6																									
	1968	3	20	19	2	50.3			"KENYA"	-0.6	34.4	33	4.6		1	1			1	1		1					1	1			1	1		1				
	1968	4	1	0	42	4.2	1998		"JAPAN"	32.3	132.5	30	7.5	7	1	1			22	1		2		2			1	1			22	1		2		2		
	1968	4	18	19	38	15	3798		"ITALY"	44.08	8	7	4.6	6																								
	1968	4	29	17	1	57.2			"IRAN"	39.253	44.203	34	5.6	7	38	1			100	2	1	2	1000	2			38	1			100	2	1	2	1000	2		
	1968	5	2	10	2	0			"IRAN"	39.3	44.4			6								3																
	1968	5	16	0	48	55.4	2000		"JAPAN"	40.8	143.2	7	8.2	6	52	2			330	3		3	689	3			52	2			330	3	131	4	1218	4		
	1968	5	16	10	39	1.6	2438		"JAPAN"	41.5	142.7	33	7.5																									
	1968	5	23	17	24	0			"NEW ZEALAND"	-41.7	172	21	7.1		3	1					3	2																
	1968	5	28	13	27	18.7			"INDONESIA"	-2.9	139.3	65	7.7																									
	1968	6	9						"ARMENIA"	39.1	46.1		5	7								2																
	1968	6	12	13	41	50.7	2001		"JAPAN"	39.4	143.1	44	7.2																									
	1968	6	19	8	14	0			"PERU"	-5.6	-77.2	33	7		15	1					0.1	1																
	1968	6	23	9	16	0			"IRAN"	29.8	51.2	32	5.3									3																
	1968	7	25	7	23	7.8	2002		"KERMADEC ISLANDS (NEW ZEALAND)"	-30.8	-178.4	60	7.3									1																
	1968	8	1	20	19	21.9	2003		"PHILIPPINES"	16.5	122.2	36	7.3		270	3			261	3	8	3		1		3	270	3			261	3	8	3		1		3
	1968	8	2	14	6	43.7	5847		"MEXICO"	16.519	-97.739	25	7.3	7	18	1					2.4	2					18	1					2.4	2				
	1968	8	5	7	17		2004		"JAPAN"	33.3	132.2	10																										
	1968	8	10	2	7	4.3	2006		"INDONESIA"	1.4	126.2	25	7.6									1												1				
	1968	8	14	22	14	19.4	2007		"INDONESIA"	0.2	119.8	23	7.4	8													200	3			58	2		3	800	3		
	1968	8	31	10	47	43.2			"IRAN"	34.158	59.083	13	7.1	10	10488	4			17000	4	35	4	12000	4			10488	4			17000	4	35	4	12000	4		
	1968	9	1	5	39	0			"ARMENIA"	39.1	46.2	24	5	8								3																
	1968	9	1	7	27				"IRAN"	34	58.2	15	6.2		700	3						3	1500	4			700	3						3	1500	4		
	1968	9	3	8	19	52.2	3297		"TURKEY"	41.8	32.3	38	6.6	8	24	1			200	3		3	2000	4	2000	4	24	1			200	3		3	2000	4		
	1968	9	20	6	0	5	2009		"VENEZUELA"	10.697	-62.748	103	6.5	9	3	1						2					3	1						2				
	1968	9	24	4	19	0			"TURKEY"	39.2	40.1	14	5.1		2	1						3																
	1968	9	25	10	38	39.5	2010		"MEXICO"	15.573	-92.536	124	6.1		20	1			500	3		2					20	1			500	3		2				
	1968	10	7	19	20	20.3			"JAPAN"	26.3	140.6	516	7.5																									
	1968	10	14	2	58	0			"AUSTRALIA"	-31.6	117	5	6.9	9							2.2	2																
	1968	10	23	21	4	0			"PAPUA NEW GUINEA"	-3.4	143.3	21	7.5									2																
	1968	11	3	4	49	0			"MONTENEGRO"	42.1	19.3	17	5.3		1	1					38.6	4																
	1969	1	3	3	16	40.3			"IRAN"	37.14	57.899	11	5.5	8	50	1			300	3		2	100	2			50	1			300	3		2	100	2		
	1969	1	5	13	26	0			"SOLOMON ISLANDS"	-7.9	158.9	47	7.5									1																
	1969	1	19	7	2	4.4			"JAPAN"	45	143.2	204	7.6																									
	1969	1	30	10	29	40.4			"INDONESIA"	4.8	127.4	70	7.5																									
	1969	2	11	22	8	54			"CHINA"	41.45	79.367	10	6.3	7	4	1				1		3		3			4	1				1		3		3		
	1969	2	23	0	36	58.9	2011		"INDONESIA"	-3.201	118.904	15	7	8	64	2			97	2		3	1287	4			664	3			97	2		3	1287	4		
	1969	2	28	2	40	32.5	2012		"PORTUGAL"	36.017	-10.95	22	7.8	7	25	1			80	2		2		3		4	25	1			80	2		2		3		4
	1969	3	23	21	8	0			"TURKEY"	39.2	28.5	12	5.6	8								3																
	1969	3	28	1	48	0			"TURKEY"	38.6	28.4	9	6.5		53	2						3																
	1969	3	29	9	15	53.5			"ETHIOPIA"	11.875	41.208	35	6.2	9	40	1			160	3	0.32	1		3			40	1			160	3	0.32	1		3		
	1969	3	31	7	15	54.4	3646		"EGYPT"	27.7	34	33	7		2	1			16	1		3	107	3			2	1			16	1		3	107	3		
	1969	4	3	22	12	0			"ALBANIA"	40.7	19.8	33	5.5		1	1						2																
	1969	4	21	7	19		2013		"JAPAN"	32.2	132.1	41																										
	1969	4	30	20	20	0			"TURKEY"	39.2	28.6	9	5.1									2																
	1969	7	18	5	24	50	5800		"CHINA"	38.2	119.4	6	7.4	9	10	1			353	3		4	15190	4	24810	4	10	1			353	3		4	15190	4	24810	4
	1969	7	24	2	59	0			"PERU"	-11.9	-75.1	1	5.9	11								3																
	1969	7	25	22	49	43			"CHINA"	22.317	111.8	5	6.4	8	3000	4						4	10762	4			3000	4						4	10762	4		
	1969	8	2	4	30	29	2014		"PAPUA NEW GUINEA"	-6.6	146.9	17	5.4																									
	1969	8	11	13	55				"ITALY"	43.2	12.4	33	4.7	7					4	1		1									4	1		1				
	1969	8	11	21	26	36	2015		"RUSSIA"	43.6	147.9	30	8.2	9								2												2				
	1969	9	14	14	46	23			"CHINA"	39.7	74.8		5.5	7								1	10	1										1	10	1		
	1969	9	29	20	3	30.6			"SOUTH AFRICA"	-33.268	19.386	33	6.3	9	12	1				3	24	3				3	12	1				3	24	3				3
	1969	10	1	5	5	0			"PERU"	-11.7	-75.1	43	6.2	11	150	3					5	2																
	1969	10	2	4	56	46.5			"USA"	38.467	-122.692	10	4.8	8	1	1					8.35	3					1	1					8.35	3				
	1969	10	5	1	22	0			"SOUTH AFRICA"	-33.1	19.6	33	5.8									2																
	1969	10	26	15	36	0			"BOSNIA-HERZEGOVINA"	44.9	17.3	33	6	8	14	1					50	4																
	1969	10	27	8	10	0			"BOSNIA-HERZEGOVINA"	44.9	17.2	33	6.4	9	9	1						3																
	1969	11	21	2	5	35			"INDONESIA"	2.1	94.6	20	7.7																									
	1969	11	22	23	9	37	2016		"RUSSIA"	57.7	163.6	51	7.3	10								1												1				
	1969	12	17	7	13	0			"ECUADOR"	-0.8	-78.3	27	4.2									3																
	1969	12	25	21	32	27.3	2018		"GUADELOUPE"	15.8	-59.7	7	7.2	6								1																
	1970	1	4	17	0	40.2			"CHINA"	24.1	102.5	31	7.8	10	10000	4						3		3		3	10000	4						3		3		
	1970	1	10	12	7	8.6	2019		"PHILIPPINES"	6.8	126.7	73	7.6	6																								
	1970	2	5	22	5	58.3			"PHILIPPINES"	12.6	122.1	11	7.1		3	1				2		2					3	1				2		2				
	1970	2	14	11	17	16.1			"PERU"	-9.9	-75.6	35	5.4	9	12	1						3		3			12	1						3		3		
	1970	3	11	22	38	34.6	3309		"USA"	57.5	-153.9	29	6	5								1												1				
	1970	3	14	1	51	44.4			"IRAN"	38.6	44.7	23	4.8		5	1						2		3			5	1						2		3		
	1970	3	23	1	52	59.3			"INDIA"	21.7	73	3	5.4		26	1			200	3		2					26	1			200	2		2				
	1970	3	28	21	2	26.7			"TURKEY"	39.098	29.57	25	7.2	10	1086	4			1174	4	55.6	4	8229	4	8229	4	1086	4			1174	4	55.6	4	8229	4	5586	4
	1970	4	7	5	34	5.6	2020		"PHILIPPINES"	15.78	121.71	40	7.3	6	15	1			200	3		2					15	1			200	3		2				
	1970	4	23	9	1	0			"TURKEY"	39.1	28.7	18	5.7	8		1			43	1			150	3	150	3					43	1			150	3		
	1970	5	14	9	20				"RUSSIA"	43	47	17	5.7									1		1		1								1		1		
	1970	5	14	18	12		3073		"RUSSIA"	43	47.1	44	6.5	8		3						3		2		2		3						3		2		
	1970	5	31	20	23	27.3	2021		"PERU"	-9.2	-78.8	43	7.9	10	66794	4			50000	4	530	4		3		3	66794	4			50000	4	530	4		3		
